objectid,eser_adi,muellif_adi,cild_adedi,sayfa_no,ilave_notlar,kaynak
derc_0227,1270 - Kırım Muharebesi Tarih-i Siyaseti,Hayreddin Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0228,Şükûfe-i Tarihiyye,Tevfik Nadir - Ziya Rıza,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0229,Hükema-yi Cihan - Talim ve Terbiye Tarihi,Mûsâ Kâzım Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0230,Mithat Paşa'nın Vasiyetnamesi,Mehmed Rüştü Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0231,Barbaros Hayreddin'in Preveze Muharebesi,Tepedelenli Kâmil Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0232,Fransa İhtilâl-i Kebîri,Ali Reşat Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0233,Yemen Hâtırası,Rüştü Paşa,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0234,Tarih-i Umumî,Ali Rıza Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0235,18. Asır-Kanlı İhtilâl Vakayi'i,Faik Sabri Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0236,Yemen Tarihi,Atıf Paşa,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0237,Büyük Tarih-i Umumî,Ahmed Refik Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0238,Tarih-i Medeniyet,Ahmed Refik Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0239,Mufassal Tarih-i İslâm,Mehmed Halid Bey,1,168,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
